Date,Time,Timestamp.UTC,Timestamp.AST,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s),Date,Temperature (C)
2023-05-21,17:00:00,2023-05-21 17:00:00,2023-05-21 13:00:00,3.16,67.38,1.22,2.92,5/21/23,29.3764
2023-05-21,17:15:00,2023-05-21 17:15:00,2023-05-21 13:15:00,0.85,240.42,-0.42,-0.74,5/21/23,29.3735
2023-05-21,17:30:00,2023-05-21 17:30:00,2023-05-21 13:30:00,2.56,200.35,-2.4,-0.89,5/21/23,29.3764
2023-05-21,17:45:00,2023-05-21 17:45:00,2023-05-21 13:45:00,1.73,216.77,-1.39,-1.04,5/21/23,29.3764
2023-05-21,18:00:00,2023-05-21 18:00:00,2023-05-21 14:00:00,1.49,123.44,-0.82,1.25,5/21/23,29.3865
2023-05-21,18:15:00,2023-05-21 18:15:00,2023-05-21 14:15:00,1.55,173.7,-1.55,0.17,5/21/23,29.3966
2023-05-21,18:30:00,2023-05-21 18:30:00,2023-05-21 14:30:00,0.06,8.62,0.06,0.01,5/21/23,29.4009
2023-05-21,18:45:00,2023-05-21 18:45:00,2023-05-21 14:45:00,0.98,119.3,-0.48,0.86,5/21/23,29.4095
2023-05-21,19:00:00,2023-05-21 19:00:00,2023-05-21 15:00:00,2.01,227.78,-1.35,-1.49,5/21/23,29.4067
2023-05-21,19:15:00,2023-05-21 19:15:00,2023-05-21 15:15:00,1.03,19.12,0.97,0.34,5/21/23,29.4038
2023-05-21,19:30:00,2023-05-21 19:30:00,2023-05-21 15:30:00,1.32,136.69,-0.96,0.91,5/21/23,29.4023
2023-05-21,19:45:00,2023-05-21 19:45:00,2023-05-21 15:45:00,0.38,140.24,-0.29,0.24,5/21/23,29.3937
2023-05-21,20:00:00,2023-05-21 20:00:00,2023-05-21 16:00:00,2.33,252.36,-0.71,-2.22,5/21/23,29.3923
2023-05-21,20:15:00,2023-05-21 20:15:00,2023-05-21 16:15:00,1.9,285.72,0.52,-1.83,5/21/23,29.3635
2023-05-21,20:30:00,2023-05-21 20:30:00,2023-05-21 16:30:00,1.41,88.27,0.04,1.41,5/21/23,29.3606
2023-05-21,20:45:00,2023-05-21 20:45:00,2023-05-21 16:45:00,1.33,36.37,1.07,0.79,5/21/23,29.3663
2023-05-21,21:00:00,2023-05-21 21:00:00,2023-05-21 17:00:00,1.95,83.52,0.22,1.94,5/21/23,29.3606
2023-05-21,21:15:00,2023-05-21 21:15:00,2023-05-21 17:15:00,0.8,30.67,0.69,0.41,5/21/23,29.3534
2023-05-21,21:30:00,2023-05-21 21:30:00,2023-05-21 17:30:00,1.93,61.18,0.93,1.69,5/21/23,29.3404
2023-05-21,21:45:00,2023-05-21 21:45:00,2023-05-21 17:45:00,1.65,109.83,-0.56,1.55,5/21/23,29.339
2023-05-21,22:00:00,2023-05-21 22:00:00,2023-05-21 18:00:00,0.96,68.39,0.36,0.9,5/21/23,29.3404
2023-05-21,22:15:00,2023-05-21 22:15:00,2023-05-21 18:15:00,2.8,36.78,2.24,1.67,5/21/23,29.3275
2023-05-21,22:30:00,2023-05-21 22:30:00,2023-05-21 18:30:00,1.42,76.93,0.32,1.38,5/21/23,29.2972
2023-05-21,22:45:00,2023-05-21 22:45:00,2023-05-21 18:45:00,0.79,112.67,-0.3,0.73,5/21/23,29.2972
2023-05-21,23:00:00,2023-05-21 23:00:00,2023-05-21 19:00:00,1,77.39,0.22,0.97,5/21/23,29.2944
2023-05-21,23:15:00,2023-05-21 23:15:00,2023-05-21 19:15:00,1.37,98.38,-0.2,1.36,5/21/23,29.2857
2023-05-21,23:30:00,2023-05-21 23:30:00,2023-05-21 19:30:00,1.17,160.78,-1.1,0.38,5/21/23,29.2742
2023-05-21,23:45:00,2023-05-21 23:45:00,2023-05-21 19:45:00,1.12,88.07,0.04,1.12,5/21/23,29.2656
2023-05-22,00:00:00,2023-05-22 00:00:00,2023-05-21 20:00:00,0.71,118.36,-0.34,0.62,5/22/23,29.2685
2023-05-22,00:15:00,2023-05-22 00:15:00,2023-05-21 20:15:00,0.06,339.04,0.06,-0.02,5/22/23,29.2685
2023-05-22,00:30:00,2023-05-22 00:30:00,2023-05-21 20:30:00,1,108.51,-0.32,0.95,5/22/23,29.2598
2023-05-22,00:45:00,2023-05-22 00:45:00,2023-05-21 20:45:00,1.03,105.97,-0.28,0.99,5/22/23,29.2584
2023-05-22,01:00:00,2023-05-22 01:00:00,2023-05-21 21:00:00,1.34,142.34,-1.06,0.82,5/22/23,29.2584
2023-05-22,01:15:00,2023-05-22 01:15:00,2023-05-21 21:15:00,1.39,96.81,-0.16,1.38,5/22/23,29.2584
2023-05-22,01:30:00,2023-05-22 01:30:00,2023-05-21 21:30:00,1.58,110.65,-0.56,1.48,5/22/23,29.2469
2023-05-22,01:45:00,2023-05-22 01:45:00,2023-05-21 21:45:00,1.57,95.29,-0.14,1.57,5/22/23,29.2411
2023-05-22,02:00:00,2023-05-22 02:00:00,2023-05-21 22:00:00,1.87,100.28,-0.33,1.84,5/22/23,29.2339
2023-05-22,02:15:00,2023-05-22 02:15:00,2023-05-21 22:15:00,2.21,107.46,-0.66,2.11,5/22/23,29.2368
2023-05-22,02:30:00,2023-05-22 02:30:00,2023-05-21 22:30:00,1.84,122.01,-0.97,1.56,5/22/23,29.2311
2023-05-22,02:45:00,2023-05-22 02:45:00,2023-05-21 22:45:00,1.71,108.77,-0.55,1.61,5/22/23,29.2325
2023-05-22,03:00:00,2023-05-22 03:00:00,2023-05-21 23:00:00,2.32,94.35,-0.18,2.31,5/22/23,29.2253
2023-05-22,03:15:00,2023-05-22 03:15:00,2023-05-21 23:15:00,0.63,59.71,0.32,0.54,5/22/23,29.221
2023-05-22,03:30:00,2023-05-22 03:30:00,2023-05-21 23:30:00,1.28,107.03,-0.38,1.23,5/22/23,29.2181
2023-05-22,03:45:00,2023-05-22 03:45:00,2023-05-21 23:45:00,1.81,70.76,0.6,1.71,5/22/23,29.2081
2023-05-22,04:00:00,2023-05-22 04:00:00,2023-05-22 00:00:00,1.5,37.23,1.2,0.91,5/22/23,29.2009
2023-05-22,04:15:00,2023-05-22 04:15:00,2023-05-22 00:15:00,1.58,98.64,-0.24,1.56,5/22/23,29.1879
2023-05-22,04:30:00,2023-05-22 04:30:00,2023-05-22 00:30:00,2.07,81.48,0.31,2.05,5/22/23,29.1836
2023-05-22,04:45:00,2023-05-22 04:45:00,2023-05-22 00:45:00,0.62,57.1,0.34,0.52,5/22/23,29.1764
2023-05-22,05:00:00,2023-05-22 05:00:00,2023-05-22 01:00:00,0.82,71.54,0.26,0.78,5/22/23,29.1736
2023-05-22,05:15:00,2023-05-22 05:15:00,2023-05-22 01:15:00,0.35,102.13,-0.07,0.34,5/22/23,29.1736
2023-05-22,05:30:00,2023-05-22 05:30:00,2023-05-22 01:30:00,1.01,340.16,0.95,-0.34,5/22/23,29.1678
2023-05-22,05:45:00,2023-05-22 05:45:00,2023-05-22 01:45:00,0.84,186.93,-0.83,-0.1,5/22/23,29.1592
2023-05-22,06:00:00,2023-05-22 06:00:00,2023-05-22 02:00:00,1.6,37.89,1.26,0.98,5/22/23,29.1635
2023-05-22,06:15:00,2023-05-22 06:15:00,2023-05-22 02:15:00,2.4,11.95,2.35,0.5,5/22/23,29.1664
2023-05-22,06:30:00,2023-05-22 06:30:00,2023-05-22 02:30:00,1.86,148.36,-1.58,0.97,5/22/23,29.1506
2023-05-22,06:45:00,2023-05-22 06:45:00,2023-05-22 02:45:00,2.41,35.99,1.95,1.42,5/22/23,29.152
2023-05-22,07:00:00,2023-05-22 07:00:00,2023-05-22 03:00:00,0.69,112.26,-0.26,0.64,5/22/23,29.1534
2023-05-22,07:15:00,2023-05-22 07:15:00,2023-05-22 03:15:00,0.82,153.43,-0.74,0.37,5/22/23,29.1563
2023-05-22,07:30:00,2023-05-22 07:30:00,2023-05-22 03:30:00,0.36,138.29,-0.27,0.24,5/22/23,29.1434
2023-05-22,07:45:00,2023-05-22 07:45:00,2023-05-22 03:45:00,1.97,30.66,1.69,1,5/22/23,29.1434
2023-05-22,08:00:00,2023-05-22 08:00:00,2023-05-22 04:00:00,1.38,53.62,0.82,1.11,5/22/23,29.1448
2023-05-22,08:15:00,2023-05-22 08:15:00,2023-05-22 04:15:00,0.84,36.13,0.68,0.49,5/22/23,29.1405
2023-05-22,08:30:00,2023-05-22 08:30:00,2023-05-22 04:30:00,0.57,88.35,0.02,0.57,5/22/23,29.1448
2023-05-22,08:45:00,2023-05-22 08:45:00,2023-05-22 04:45:00,0.83,32.36,0.7,0.44,5/22/23,29.1434
2023-05-22,09:00:00,2023-05-22 09:00:00,2023-05-22 05:00:00,1.35,119.82,-0.67,1.17,5/22/23,29.1376
2023-05-22,09:15:00,2023-05-22 09:15:00,2023-05-22 05:15:00,1.46,135.69,-1.04,1.02,5/22/23,29.1247
2023-05-22,09:30:00,2023-05-22 09:30:00,2023-05-22 05:30:00,1.89,40.21,1.45,1.22,5/22/23,29.1218
2023-05-22,09:45:00,2023-05-22 09:45:00,2023-05-22 05:45:00,1.63,115.15,-0.69,1.48,5/22/23,29.1218
2023-05-22,10:00:00,2023-05-22 10:00:00,2023-05-22 06:00:00,1.33,142.81,-1.06,0.8,5/22/23,29.1031
2023-05-22,10:15:00,2023-05-22 10:15:00,2023-05-22 06:15:00,1.83,155.9,-1.67,0.75,5/22/23,29.0974
2023-05-22,10:30:00,2023-05-22 10:30:00,2023-05-22 06:30:00,1.57,152.55,-1.4,0.73,5/22/23,29.1017
2023-05-22,10:45:00,2023-05-22 10:45:00,2023-05-22 06:45:00,1.01,131.51,-0.67,0.75,5/22/23,29.1118
2023-05-22,11:00:00,2023-05-22 11:00:00,2023-05-22 07:00:00,1.92,122.5,-1.03,1.62,5/22/23,29.1175
2023-05-22,11:15:00,2023-05-22 11:15:00,2023-05-22 07:15:00,1.75,95.88,-0.18,1.74,5/22/23,29.1204
2023-05-22,11:30:00,2023-05-22 11:30:00,2023-05-22 07:30:00,2.34,97.09,-0.29,2.32,5/22/23,29.1175
2023-05-22,11:45:00,2023-05-22 11:45:00,2023-05-22 07:45:00,2.22,121.76,-1.17,1.89,5/22/23,29.1204
2023-05-22,12:00:00,2023-05-22 12:00:00,2023-05-22 08:00:00,5.75,59.55,2.92,4.96,5/22/23,29.1218
2023-05-22,12:15:00,2023-05-22 12:15:00,2023-05-22 08:15:00,1.98,80.35,0.33,1.95,5/22/23,29.1175
2023-05-22,12:30:00,2023-05-22 12:30:00,2023-05-22 08:30:00,1.9,164,-1.83,0.52,5/22/23,29.1218
2023-05-22,12:45:00,2023-05-22 12:45:00,2023-05-22 08:45:00,0.71,24.34,0.64,0.29,5/22/23,29.1218
2023-05-22,13:00:00,2023-05-22 13:00:00,2023-05-22 09:00:00,1.88,95.62,-0.18,1.87,5/22/23,29.1161
2023-05-22,13:15:00,2023-05-22 13:15:00,2023-05-22 09:15:00,0.88,131.63,-0.59,0.66,5/22/23,29.1175
2023-05-22,13:30:00,2023-05-22 13:30:00,2023-05-22 09:30:00,1.24,98.46,-0.18,1.23,5/22/23,29.1132
2023-05-22,13:45:00,2023-05-22 13:45:00,2023-05-22 09:45:00,1.41,67.09,0.55,1.3,5/22/23,29.1175
2023-05-22,14:00:00,2023-05-22 14:00:00,2023-05-22 10:00:00,1.09,112.96,-0.43,1.01,5/22/23,29.1233
2023-05-22,14:15:00,2023-05-22 14:15:00,2023-05-22 10:15:00,1.06,161.76,-1.01,0.33,5/22/23,29.1419
2023-05-22,14:30:00,2023-05-22 14:30:00,2023-05-22 10:30:00,1.11,68.57,0.4,1.03,5/22/23,29.1664
2023-05-22,14:45:00,2023-05-22 14:45:00,2023-05-22 10:45:00,2.1,78.05,0.44,2.06,5/22/23,29.1405
2023-05-22,15:00:00,2023-05-22 15:00:00,2023-05-22 11:00:00,1.02,188.19,-1.01,-0.15,5/22/23,29.1506
2023-05-22,15:15:00,2023-05-22 15:15:00,2023-05-22 11:15:00,0.92,87.84,0.03,0.92,5/22/23,29.1621
2023-05-22,15:30:00,2023-05-22 15:30:00,2023-05-22 11:30:00,1.37,253.16,-0.4,-1.31,5/22/23,29.1491
2023-05-22,15:45:00,2023-05-22 15:45:00,2023-05-22 11:45:00,1.51,116.1,-0.66,1.35,5/22/23,29.1434
2023-05-22,16:00:00,2023-05-22 16:00:00,2023-05-22 12:00:00,1.97,90.93,-0.03,1.97,5/22/23,29.1506
2023-05-22,16:15:00,2023-05-22 16:15:00,2023-05-22 12:15:00,1.12,82.84,0.14,1.11,5/22/23,29.1563
2023-05-22,16:30:00,2023-05-22 16:30:00,2023-05-22 12:30:00,0.81,132.68,-0.55,0.6,5/22/23,29.1577
2023-05-22,16:45:00,2023-05-22 16:45:00,2023-05-22 12:45:00,1.55,85.77,0.11,1.54,5/22/23,29.1534
2023-05-22,17:00:00,2023-05-22 17:00:00,2023-05-22 13:00:00,0.81,72.28,0.25,0.77,5/22/23,29.1649
2023-05-22,17:15:00,2023-05-22 17:15:00,2023-05-22 13:15:00,0.55,151.64,-0.49,0.26,5/22/23,29.1822
2023-05-22,17:30:00,2023-05-22 17:30:00,2023-05-22 13:30:00,1.46,102.61,-0.32,1.43,5/22/23,29.1807
2023-05-22,17:45:00,2023-05-22 17:45:00,2023-05-22 13:45:00,1.79,76.72,0.41,1.74,5/22/23,29.1779
2023-05-22,18:00:00,2023-05-22 18:00:00,2023-05-22 14:00:00,0.7,317.94,0.52,-0.47,5/22/23,29.198
2023-05-22,18:15:00,2023-05-22 18:15:00,2023-05-22 14:15:00,1.43,125.42,-0.83,1.17,5/22/23,29.1922
2023-05-22,18:30:00,2023-05-22 18:30:00,2023-05-22 14:30:00,1.36,97.48,-0.18,1.35,5/22/23,29.1894
2023-05-22,18:45:00,2023-05-22 18:45:00,2023-05-22 14:45:00,1.61,107.05,-0.47,1.54,5/22/23,29.1922
2023-05-22,19:00:00,2023-05-22 19:00:00,2023-05-22 15:00:00,0.8,120.73,-0.41,0.69,5/22/23,29.2066
2023-05-22,19:15:00,2023-05-22 19:15:00,2023-05-22 15:15:00,1.73,100.56,-0.32,1.7,5/22/23,29.221
2023-05-22,19:30:00,2023-05-22 19:30:00,2023-05-22 15:30:00,1.86,72.24,0.57,1.77,5/22/23,29.2253
2023-05-22,19:45:00,2023-05-22 19:45:00,2023-05-22 15:45:00,1.79,137.08,-1.31,1.22,5/22/23,29.2512
2023-05-22,20:00:00,2023-05-22 20:00:00,2023-05-22 16:00:00,0.47,12.21,0.46,0.1,5/22/23,29.267
2023-05-22,20:15:00,2023-05-22 20:15:00,2023-05-22 16:15:00,0.99,341.11,0.94,-0.32,5/22/23,29.2757
2023-05-22,20:30:00,2023-05-22 20:30:00,2023-05-22 16:30:00,1.15,89.73,0.01,1.15,5/22/23,29.2857
2023-05-22,20:45:00,2023-05-22 20:45:00,2023-05-22 16:45:00,2.26,335.71,2.06,-0.93,5/22/23,29.29
2023-05-22,21:00:00,2023-05-22 21:00:00,2023-05-22 17:00:00,1.98,313.91,1.37,-1.43,5/22/23,29.29
2023-05-22,21:15:00,2023-05-22 21:15:00,2023-05-22 17:15:00,1.49,97.25,-0.19,1.48,5/22/23,29.2857
2023-05-22,21:30:00,2023-05-22 21:30:00,2023-05-22 17:30:00,1.36,68.04,0.51,1.26,5/22/23,29.2742
2023-05-22,21:45:00,2023-05-22 21:45:00,2023-05-22 17:45:00,1.1,35.84,0.89,0.64,5/22/23,29.2699
2023-05-22,22:00:00,2023-05-22 22:00:00,2023-05-22 18:00:00,1.07,113.77,-0.43,0.98,5/22/23,29.2699
2023-05-22,22:15:00,2023-05-22 22:15:00,2023-05-22 18:15:00,1.64,344.47,1.58,-0.44,5/22/23,29.2627
2023-05-22,22:30:00,2023-05-22 22:30:00,2023-05-22 18:30:00,1.49,89.08,0.02,1.49,5/22/23,29.2411
2023-05-22,22:45:00,2023-05-22 22:45:00,2023-05-22 18:45:00,0.32,156.9,-0.3,0.13,5/22/23,29.2397
2023-05-22,23:00:00,2023-05-22 23:00:00,2023-05-22 19:00:00,1.68,74.65,0.45,1.62,5/22/23,29.2354
2023-05-22,23:15:00,2023-05-22 23:15:00,2023-05-22 19:15:00,1.29,124.7,-0.73,1.06,5/22/23,29.2239
2023-05-22,23:30:00,2023-05-22 23:30:00,2023-05-22 19:30:00,1.45,40.89,1.09,0.95,5/22/23,29.2167
2023-05-22,23:45:00,2023-05-22 23:45:00,2023-05-22 19:45:00,1.44,1.75,1.44,0.04,5/22/23,29.2095
2023-05-23,00:00:00,2023-05-23 00:00:00,2023-05-22 20:00:00,0.95,92.11,-0.04,0.95,5/23/23,29.1951
2023-05-23,00:15:00,2023-05-23 00:15:00,2023-05-22 20:15:00,1.12,54.77,0.65,0.91,5/23/23,29.1966
2023-05-23,00:30:00,2023-05-23 00:30:00,2023-05-22 20:30:00,0.93,105.62,-0.25,0.9,5/23/23,29.1937
2023-05-23,00:45:00,2023-05-23 00:45:00,2023-05-22 20:45:00,1.59,304.1,0.89,-1.31,5/23/23,29.1879
2023-05-23,01:00:00,2023-05-23 01:00:00,2023-05-22 21:00:00,1.41,152.06,-1.25,0.66,5/23/23,29.1779
2023-05-23,01:15:00,2023-05-23 01:15:00,2023-05-22 21:15:00,3.45,307.94,2.12,-2.72,5/23/23,29.1736
2023-05-23,01:30:00,2023-05-23 01:30:00,2023-05-22 21:30:00,1.21,108.47,-0.38,1.15,5/23/23,29.1692
2023-05-23,01:45:00,2023-05-23 01:45:00,2023-05-22 21:45:00,1.29,94.78,-0.11,1.28,5/23/23,29.1678
2023-05-23,02:00:00,2023-05-23 02:00:00,2023-05-22 22:00:00,2.42,61.29,1.16,2.12,5/23/23,29.1592
2023-05-23,02:15:00,2023-05-23 02:15:00,2023-05-22 22:15:00,1.44,94.6,-0.12,1.43,5/23/23,29.152
2023-05-23,02:30:00,2023-05-23 02:30:00,2023-05-22 22:30:00,1.22,78.8,0.24,1.2,5/23/23,29.1506
2023-05-23,02:45:00,2023-05-23 02:45:00,2023-05-22 22:45:00,1.2,335.39,1.09,-0.5,5/23/23,29.1391
2023-05-23,03:00:00,2023-05-23 03:00:00,2023-05-22 23:00:00,0.77,84.43,0.08,0.77,5/23/23,29.1304
2023-05-23,03:15:00,2023-05-23 03:15:00,2023-05-22 23:15:00,0.87,108.62,-0.28,0.83,5/23/23,29.1261
2023-05-23,03:30:00,2023-05-23 03:30:00,2023-05-22 23:30:00,1.85,95.57,-0.18,1.84,5/23/23,29.1276
2023-05-23,03:45:00,2023-05-23 03:45:00,2023-05-22 23:45:00,1.81,106.59,-0.52,1.73,5/23/23,29.1161
2023-05-23,04:00:00,2023-05-23 04:00:00,2023-05-23 00:00:00,1.32,82.38,0.18,1.31,5/23/23,29.1118
2023-05-23,04:15:00,2023-05-23 04:15:00,2023-05-23 00:15:00,1.5,119.75,-0.75,1.3,5/23/23,29.1075
2023-05-23,04:30:00,2023-05-23 04:30:00,2023-05-23 00:30:00,1.41,115.05,-0.6,1.28,5/23/23,29.1075
2023-05-23,04:45:00,2023-05-23 04:45:00,2023-05-23 00:45:00,1.57,116.08,-0.69,1.41,5/23/23,29.1075
2023-05-23,05:00:00,2023-05-23 05:00:00,2023-05-23 01:00:00,1.36,141.84,-1.07,0.84,5/23/23,29.1031
2023-05-23,05:15:00,2023-05-23 05:15:00,2023-05-23 01:15:00,1.56,133.34,-1.07,1.13,5/23/23,29.0988
2023-05-23,05:30:00,2023-05-23 05:30:00,2023-05-23 01:30:00,1.84,96.05,-0.19,1.83,5/23/23,29.0873
2023-05-23,05:45:00,2023-05-23 05:45:00,2023-05-23 01:45:00,2.22,134.3,-1.55,1.59,5/23/23,29.0859
2023-05-23,06:00:00,2023-05-23 06:00:00,2023-05-23 02:00:00,1.41,126.81,-0.85,1.13,5/23/23,29.0816
2023-05-23,06:15:00,2023-05-23 06:15:00,2023-05-23 02:15:00,1.33,102.94,-0.3,1.29,5/23/23,29.083
2023-05-23,06:30:00,2023-05-23 06:30:00,2023-05-23 02:30:00,1.94,130.93,-1.27,1.46,5/23/23,29.0845
2023-05-23,06:45:00,2023-05-23 06:45:00,2023-05-23 02:45:00,2.13,95.58,-0.21,2.12,5/23/23,29.0802
2023-05-23,07:00:00,2023-05-23 07:00:00,2023-05-23 03:00:00,1.53,62.62,0.7,1.36,5/23/23,29.0845
2023-05-23,07:15:00,2023-05-23 07:15:00,2023-05-23 03:15:00,1.03,133.04,-0.71,0.76,5/23/23,29.0845
2023-05-23,07:30:00,2023-05-23 07:30:00,2023-05-23 03:30:00,0.37,146.81,-0.31,0.2,5/23/23,29.0802
2023-05-23,07:45:00,2023-05-23 07:45:00,2023-05-23 03:45:00,0.55,262.89,-0.07,-0.55,5/23/23,29.0716
2023-05-23,08:00:00,2023-05-23 08:00:00,2023-05-23 04:00:00,1.74,96.62,-0.2,1.73,5/23/23,29.0716
2023-05-23,08:15:00,2023-05-23 08:15:00,2023-05-23 04:15:00,1.52,318.44,1.14,-1.01,5/23/23,29.0687
2023-05-23,08:30:00,2023-05-23 08:30:00,2023-05-23 04:30:00,0.37,151.88,-0.32,0.17,5/23/23,29.0601
2023-05-23,08:45:00,2023-05-23 08:45:00,2023-05-23 04:45:00,0.51,2.01,0.51,0.02,5/23/23,29.0558
2023-05-23,09:00:00,2023-05-23 09:00:00,2023-05-23 05:00:00,1.67,27.23,1.48,0.76,5/23/23,29.0558
2023-05-23,09:15:00,2023-05-23 09:15:00,2023-05-23 05:15:00,0.37,137.07,-0.27,0.25,5/23/23,29.0586
