Date,Time,Timestamp.UTC,Timestamp.AST,Speed (cm/s),Heading (degrees),Velocity-N (cm/s),Velocity-E (cm/s),Date,Temperature (C)
5/25/23,02:30:00,2023-05-25 02:30:00,2023-05-24 22:30:00,64.92,258.95,-12.44,-63.72,5/25/23,31.4053
5/25/23,02:45:00,2023-05-25 02:45:00,2023-05-24 22:45:00,65.71,274.9,5.61,-65.47,5/25/23,31.2538
5/25/23,03:00:00,2023-05-25 03:00:00,2023-05-24 23:00:00,64.96,274.56,5.16,-64.76,5/25/23,31.1026
5/25/23,03:15:00,2023-05-25 03:15:00,2023-05-24 23:15:00,64.97,274.53,5.14,-64.77,5/25/23,30.9619
5/25/23,03:30:00,2023-05-25 03:30:00,2023-05-24 23:30:00,64.98,274.61,5.22,-64.77,5/25/23,30.8361
5/25/23,03:45:00,2023-05-25 03:45:00,2023-05-24 23:45:00,64.99,274.57,5.18,-64.79,5/25/23,30.7177
5/25/23,04:00:00,2023-05-25 04:00:00,2023-05-25 00:00:00,65.01,274.61,5.23,-64.8,5/25/23,30.6053
5/25/23,04:15:00,2023-05-25 04:15:00,2023-05-25 00:15:00,65.01,274.61,5.23,-64.8,5/25/23,30.4945
5/25/23,04:30:00,2023-05-25 04:30:00,2023-05-25 00:30:00,65.03,274.61,5.23,-64.82,5/25/23,30.3912
5/25/23,04:45:00,2023-05-25 04:45:00,2023-05-25 00:45:00,65.03,274.55,5.15,-64.83,5/25/23,30.2864
5/25/23,05:00:00,2023-05-25 05:00:00,2023-05-25 01:00:00,65.04,274.59,5.21,-64.83,5/25/23,30.1891
5/25/23,05:15:00,2023-05-25 05:15:00,2023-05-25 01:15:00,65.05,274.59,5.2,-64.85,5/25/23,30.0919
5/25/23,05:30:00,2023-05-25 05:30:00,2023-05-25 01:30:00,65.05,274.58,5.2,-64.85,5/25/23,29.9991
5/25/23,05:45:00,2023-05-25 05:45:00,2023-05-25 01:45:00,65.07,274.58,5.19,-64.86,5/25/23,29.9063
5/25/23,06:00:00,2023-05-25 06:00:00,2023-05-25 02:00:00,65.08,274.58,5.2,-64.87,5/25/23,29.821
5/25/23,06:15:00,2023-05-25 06:15:00,2023-05-25 02:15:00,65.09,274.57,5.19,-64.88,5/25/23,29.7371
5/25/23,06:30:00,2023-05-25 06:30:00,2023-05-25 02:30:00,65.1,274.54,5.15,-64.89,5/25/23,29.6547
5/25/23,06:45:00,2023-05-25 06:45:00,2023-05-25 02:45:00,65.1,274.54,5.16,-64.9,5/25/23,29.5753
5/25/23,07:00:00,2023-05-25 07:00:00,2023-05-25 03:00:00,65.11,274.56,5.18,-64.9,5/25/23,29.4975
5/25/23,07:15:00,2023-05-25 07:15:00,2023-05-25 03:15:00,65.11,274.46,5.06,-64.92,5/25/23,29.4182
5/25/23,07:30:00,2023-05-25 07:30:00,2023-05-25 03:30:00,65.12,274.44,5.04,-64.93,5/25/23,29.3433
5/25/23,07:45:00,2023-05-25 07:45:00,2023-05-25 03:45:00,65.13,274.49,5.1,-64.93,5/25/23,29.267
5/25/23,08:00:00,2023-05-25 08:00:00,2023-05-25 04:00:00,65.13,274.49,5.1,-64.93,5/25/23,29.1908
5/25/23,08:15:00,2023-05-25 08:15:00,2023-05-25 04:15:00,65.15,274.44,5.04,-64.95,5/25/23,29.1146
5/25/23,08:30:00,2023-05-25 08:30:00,2023-05-25 04:30:00,65.15,274.43,5.03,-64.95,5/25/23,29.0428
5/25/23,08:45:00,2023-05-25 08:45:00,2023-05-25 04:45:00,65.15,274.46,5.07,-64.95,5/25/23,28.9682
5/25/23,09:00:00,2023-05-25 09:00:00,2023-05-25 05:00:00,65.15,274.43,5.03,-64.96,5/25/23,28.8965
5/25/23,09:15:00,2023-05-25 09:15:00,2023-05-25 05:15:00,65.16,274.42,5.02,-64.97,5/25/23,28.8249
5/25/23,09:30:00,2023-05-25 09:30:00,2023-05-25 05:30:00,65.17,274.43,5.03,-64.97,5/25/23,28.7518
5/25/23,09:45:00,2023-05-25 09:45:00,2023-05-25 05:45:00,65.16,274.42,5.02,-64.97,5/25/23,28.6789
5/25/23,10:00:00,2023-05-25 10:00:00,2023-05-25 06:00:00,65.17,274.43,5.04,-64.98,5/25/23,28.6031
5/25/23,10:15:00,2023-05-25 10:15:00,2023-05-25 06:15:00,65.18,274.37,4.96,-64.99,5/25/23,28.5273
5/25/23,10:30:00,2023-05-25 10:30:00,2023-05-25 06:30:00,65.18,274.34,4.93,-64.99,5/25/23,28.4502
5/25/23,10:45:00,2023-05-25 10:45:00,2023-05-25 06:45:00,65.19,274.35,4.94,-65,5/25/23,28.3803
5/25/23,11:00:00,2023-05-25 11:00:00,2023-05-25 07:00:00,65.19,274.37,4.97,-65.01,5/25/23,28.3104
5/25/23,11:15:00,2023-05-25 11:15:00,2023-05-25 07:15:00,65.21,274.3,4.89,-65.02,5/25/23,28.2462
5/25/23,11:30:00,2023-05-25 11:30:00,2023-05-25 07:30:00,65.21,274.32,4.92,-65.02,5/25/23,28.1878
5/25/23,11:45:00,2023-05-25 11:45:00,2023-05-25 07:45:00,65.21,274.3,4.89,-65.02,5/25/23,28.1366
5/25/23,12:00:00,2023-05-25 12:00:00,2023-05-25 08:00:00,65.21,274.38,4.98,-65.01,5/25/23,28.0896
5/25/23,12:15:00,2023-05-25 12:15:00,2023-05-25 08:15:00,65.21,274.36,4.96,-65.02,5/25/23,28.0498
5/25/23,12:30:00,2023-05-25 12:30:00,2023-05-25 08:30:00,67.33,322.45,53.38,-41.03,5/25/23,28.0142
5/25/23,12:45:00,2023-05-25 12:45:00,2023-05-25 08:45:00,67.32,322.61,53.49,-40.88,5/25/23,27.9943
5/25/23,13:00:00,2023-05-25 13:00:00,2023-05-25 09:00:00,67.34,322.64,53.52,-40.87,5/25/23,28.0213
5/25/23,13:15:00,2023-05-25 13:15:00,2023-05-25 09:15:00,67.34,322.78,53.62,-40.73,5/25/23,28.0853
5/25/23,13:30:00,2023-05-25 13:30:00,2023-05-25 09:30:00,67.35,322.66,53.54,-40.85,5/25/23,28.1793
5/25/23,13:45:00,2023-05-25 13:45:00,2023-05-25 09:45:00,67.34,322.56,53.47,-40.94,5/25/23,28.2947
5/25/23,14:00:00,2023-05-25 14:00:00,2023-05-25 10:00:00,68.24,307.93,41.95,-53.83,5/25/23,28.4302
5/25/23,14:15:00,2023-05-25 14:15:00,2023-05-25 10:15:00,68.15,308.45,42.38,-53.37,5/25/23,28.5788
5/25/23,14:30:00,2023-05-25 14:30:00,2023-05-25 10:30:00,83.53,288.09,25.94,-79.4,5/25/23,28.696
5/25/23,14:45:00,2023-05-25 14:45:00,2023-05-25 10:45:00,69.47,282.89,15.49,-67.72,5/25/23,28.7404
5/25/23,15:00:00,2023-05-25 15:00:00,2023-05-25 11:00:00,63.28,253.68,-17.78,-60.73,5/25/23,28.7776
5/25/23,15:15:00,2023-05-25 15:15:00,2023-05-25 11:15:00,66.63,274.73,5.49,-66.4,5/25/23,28.7533
5/25/23,15:30:00,2023-05-25 15:30:00,2023-05-25 11:30:00,66.73,274.36,5.07,-66.53,5/25/23,28.7089
5/25/23,15:45:00,2023-05-25 15:45:00,2023-05-25 11:45:00,66.6,274.87,5.66,-66.36,5/25/23,28.6317
5/25/23,16:00:00,2023-05-25 16:00:00,2023-05-25 12:00:00,66.86,274.84,5.64,-66.62,5/25/23,28.5159
5/25/23,16:15:00,2023-05-25 16:15:00,2023-05-25 12:15:00,66.87,274.84,5.64,-66.63,5/25/23,28.3674
5/25/23,16:30:00,2023-05-25 16:30:00,2023-05-25 12:30:00,66.53,268.16,-2.14,-66.49,5/25/23,28.1921
5/25/23,16:45:00,2023-05-25 16:45:00,2023-05-25 12:45:00,85.49,261.54,-12.57,-84.56,5/25/23,28.0028
5/25/23,17:00:00,2023-05-25 17:00:00,2023-05-25 13:00:00,72.31,295.7,31.36,-65.16,5/25/23,27.7727
5/25/23,17:15:00,2023-05-25 17:15:00,2023-05-25 13:15:00,72.47,296.95,32.85,-64.6,5/25/23,27.6195
5/25/23,17:30:00,2023-05-25 17:30:00,2023-05-25 13:30:00,73.48,292.47,28.09,-67.9,5/25/23,27.4821
5/25/23,17:45:00,2023-05-25 17:45:00,2023-05-25 13:45:00,72.55,299.55,35.79,-63.11,5/25/23,27.3647
5/25/23,18:00:00,2023-05-25 18:00:00,2023-05-25 14:00:00,72.13,300.79,36.92,-61.97,5/25/23,27.2558
5/25/23,18:15:00,2023-05-25 18:15:00,2023-05-25 14:15:00,72.31,285.29,19.07,-69.75,5/25/23,27.1499
5/25/23,18:30:00,2023-05-25 18:30:00,2023-05-25 14:30:00,72.86,292.44,27.81,-67.34,5/25/23,27.0468
5/25/23,18:45:00,2023-05-25 18:45:00,2023-05-25 14:45:00,72.06,301,37.12,-61.77,5/25/23,26.9453
5/25/23,19:00:00,2023-05-25 19:00:00,2023-05-25 15:00:00,72.36,298.79,34.85,-63.41,5/25/23,26.8438
5/25/23,19:15:00,2023-05-25 19:15:00,2023-05-25 15:15:00,71.88,298.2,33.97,-63.35,5/25/23,26.7424
5/25/23,19:30:00,2023-05-25 19:30:00,2023-05-25 15:30:00,71.85,298.33,34.1,-63.25,5/25/23,26.6369
5/25/23,19:45:00,2023-05-25 19:45:00,2023-05-25 15:45:00,70.9,291.03,25.44,-66.18,5/25/23,26.5287
5/25/23,20:00:00,2023-05-25 20:00:00,2023-05-25 16:00:00,61.3,291.2,22.16,-57.16,5/25/23,26.4556
5/25/23,20:15:00,2023-05-25 20:15:00,2023-05-25 16:15:00,60.86,306.89,36.53,-48.68,5/25/23,26.3685
5/25/23,20:30:00,2023-05-25 20:30:00,2023-05-25 16:30:00,65.8,309.67,42,-50.65,5/25/23,26.2535
5/25/23,20:45:00,2023-05-25 20:45:00,2023-05-25 16:45:00,65.96,310.53,42.86,-50.13,5/25/23,26.1525
5/25/23,21:00:00,2023-05-25 21:00:00,2023-05-25 17:00:00,69.13,314.46,48.41,-49.34,5/25/23,26.0951
5/25/23,21:15:00,2023-05-25 21:15:00,2023-05-25 17:15:00,69.12,314.49,48.44,-49.31,5/25/23,26.1245
5/25/23,21:30:00,2023-05-25 21:30:00,2023-05-25 17:30:00,69.12,314.39,48.35,-49.39,5/25/23,26.1778
5/25/23,21:45:00,2023-05-25 21:45:00,2023-05-25 17:45:00,69.11,314.53,48.47,-49.26,5/25/23,26.2339
5/25/23,22:00:00,2023-05-25 22:00:00,2023-05-25 18:00:00,69.1,315.35,49.16,-48.56,5/25/23,26.2914
5/25/23,22:15:00,2023-05-25 22:15:00,2023-05-25 18:15:00,69.1,315.4,49.2,-48.52,5/25/23,26.3447
5/25/23,22:30:00,2023-05-25 22:30:00,2023-05-25 18:30:00,69.1,315.36,49.17,-48.55,5/25/23,26.4008
5/25/23,22:45:00,2023-05-25 22:45:00,2023-05-25 18:45:00,69.1,315.43,49.23,-48.49,5/25/23,26.4528
5/25/23,23:00:00,2023-05-25 23:00:00,2023-05-25 19:00:00,69.09,315.39,49.19,-48.52,5/25/23,26.5048
5/25/23,23:15:00,2023-05-25 23:15:00,2023-05-25 19:15:00,69.09,315.47,49.25,-48.46,5/25/23,26.5568
5/25/23,23:30:00,2023-05-25 23:30:00,2023-05-25 19:30:00,69.09,315.42,49.21,-48.5,5/25/23,26.606
5/25/23,23:45:00,2023-05-25 23:45:00,2023-05-25 19:45:00,68.78,294.19,28.18,-62.74,5/25/23,26.6538
5/26/23,00:00:00,2023-05-26 00:00:00,2023-05-25 20:00:00,69.78,281.58,14.01,-68.36,5/26/23,26.7016
5/26/23,00:15:00,2023-05-26 00:15:00,2023-05-25 20:15:00,69.78,281.6,14.03,-68.36,5/26/23,26.7439
5/26/23,00:30:00,2023-05-26 00:30:00,2023-05-25 20:30:00,69.78,281.61,14.04,-68.36,5/26/23,26.7847
5/26/23,00:45:00,2023-05-26 00:45:00,2023-05-25 20:45:00,69.65,281.05,13.35,-68.36,5/26/23,26.8227
5/26/23,01:00:00,2023-05-26 01:00:00,2023-05-25 21:00:00,69.65,280.99,13.28,-68.37,5/26/23,26.8565
5/26/23,01:15:00,2023-05-26 01:15:00,2023-05-25 21:15:00,69.65,281.04,13.34,-68.36,5/26/23,26.8847
5/26/23,01:30:00,2023-05-26 01:30:00,2023-05-25 21:30:00,69.64,281.03,13.32,-68.36,5/26/23,26.91
5/26/23,01:45:00,2023-05-26 01:45:00,2023-05-25 21:45:00,69.65,281.01,13.3,-68.37,5/26/23,26.927
5/26/23,02:00:00,2023-05-26 02:00:00,2023-05-25 22:00:00,69.65,280.98,13.27,-68.37,5/26/23,26.9382
5/26/23,02:15:00,2023-05-26 02:15:00,2023-05-25 22:15:00,69.59,281.25,13.57,-68.25,5/26/23,26.9453
5/26/23,02:30:00,2023-05-26 02:30:00,2023-05-25 22:30:00,69.57,281.06,13.35,-68.28,5/26/23,26.9382
5/26/23,02:45:00,2023-05-26 02:45:00,2023-05-25 22:45:00,69.57,281.08,13.37,-68.27,5/26/23,26.9129
5/26/23,03:00:00,2023-05-26 03:00:00,2023-05-25 23:00:00,69.57,281.05,13.34,-68.28,5/26/23,26.8748
5/26/23,03:15:00,2023-05-26 03:15:00,2023-05-25 23:15:00,69.57,281.02,13.3,-68.29,5/26/23,26.8326
5/26/23,03:30:00,2023-05-26 03:30:00,2023-05-25 23:30:00,92.78,260.8,-14.83,-91.59,5/26/23,26.7833
5/26/23,03:45:00,2023-05-26 03:45:00,2023-05-25 23:45:00,26.05,200.6,-24.39,-9.17,5/26/23,26.7382
5/26/23,04:00:00,2023-05-26 04:00:00,2023-05-26 00:00:00,26.04,200.63,-24.37,-9.17,5/26/23,26.6397
5/26/23,04:15:00,2023-05-26 04:15:00,2023-05-26 00:15:00,47.6,94.54,-3.76,47.45,5/26/23,26.4963
5/26/23,04:30:00,2023-05-26 04:30:00,2023-05-26 00:30:00,82.29,250.94,-26.87,-77.77,5/26/23,26.3896
5/26/23,04:45:00,2023-05-26 04:45:00,2023-05-26 00:45:00,82.29,251.34,-26.33,-77.96,5/26/23,26.3054
5/26/23,05:00:00,2023-05-26 05:00:00,2023-05-26 01:00:00,81.19,246.52,-32.35,-74.47,5/26/23,26.2619
5/26/23,05:15:00,2023-05-26 05:15:00,2023-05-26 01:15:00,77.12,274.4,5.91,-76.89,5/26/23,26.2282
5/26/23,05:30:00,2023-05-26 05:30:00,2023-05-26 01:30:00,78.16,83.27,9.17,77.62,5/26/23,26.1918
5/26/23,05:45:00,2023-05-26 05:45:00,2023-05-26 01:45:00,78.14,83.3,9.12,77.6,5/26/23,26.1525
5/26/23,06:00:00,2023-05-26 06:00:00,2023-05-26 02:00:00,76.07,9.3,75.07,12.29,5/26/23,26.1133
5/26/23,06:15:00,2023-05-26 06:15:00,2023-05-26 02:15:00,76.05,9.7,74.96,12.81,5/26/23,26.0643
5/26/23,06:30:00,2023-05-26 06:30:00,2023-05-26 02:30:00,77.78,112.2,-29.39,72.02,5/26/23,26.0041
5/26/23,06:45:00,2023-05-26 06:45:00,2023-05-26 02:45:00,77.8,112.14,-29.31,72.07,5/26/23,25.9369
5/26/23,07:00:00,2023-05-26 07:00:00,2023-05-26 03:00:00,77.68,112.08,-29.21,71.98,5/26/23,25.8641
5/26/23,07:15:00,2023-05-26 07:15:00,2023-05-26 03:15:00,77.62,112.04,-29.13,71.94,5/26/23,25.7928
5/26/23,07:30:00,2023-05-26 07:30:00,2023-05-26 03:30:00,77.54,112.31,-29.44,71.73,5/26/23,25.7201
5/26/23,07:45:00,2023-05-26 07:45:00,2023-05-26 03:45:00,77.65,113.28,-30.69,71.33,5/26/23,25.6488
5/26/23,08:00:00,2023-05-26 08:00:00,2023-05-26 04:00:00,77.74,113.17,-30.59,71.47,5/26/23,25.5762
5/26/23,08:15:00,2023-05-26 08:15:00,2023-05-26 04:15:00,77.66,258.85,-15.01,-76.19,5/26/23,25.5008
5/26/23,08:30:00,2023-05-26 08:30:00,2023-05-26 04:30:00,75.83,236.24,-42.13,-63.04,5/26/23,25.4088
5/26/23,08:45:00,2023-05-26 08:45:00,2023-05-26 04:45:00,77.02,236.13,-42.93,-63.94,5/26/23,25.3014
5/26/23,09:00:00,2023-05-26 09:00:00,2023-05-26 05:00:00,77.18,239.26,-39.45,-66.34,5/26/23,25.2053
5/26/23,09:15:00,2023-05-26 09:15:00,2023-05-26 05:15:00,77.39,242.08,-36.24,-68.38,5/26/23,25.105
5/26/23,09:30:00,2023-05-26 09:30:00,2023-05-26 05:30:00,77.5,262.58,-10.01,-76.85,5/26/23,25.0006
5/26/23,09:45:00,2023-05-26 09:45:00,2023-05-26 05:45:00,79.36,245.19,-33.3,-72.03,5/26/23,24.8908
5/26/23,10:00:00,2023-05-26 10:00:00,2023-05-26 06:00:00,77.69,206.29,-69.66,-34.41,5/26/23,24.8046
5/26/23,10:15:00,2023-05-26 10:15:00,2023-05-26 06:15:00,76.27,111.51,-27.97,70.96,5/26/23,24.7032
5/26/23,10:30:00,2023-05-26 10:30:00,2023-05-26 06:30:00,77.18,130.91,-50.55,58.32,5/26/23,24.5921
5/26/23,10:45:00,2023-05-26 10:45:00,2023-05-26 06:45:00,76.73,187.36,-76.1,-9.83,5/26/23,24.4825
5/26/23,11:00:00,2023-05-26 11:00:00,2023-05-26 07:00:00,76.69,272.98,3.99,-76.58,5/26/23,24.384
5/26/23,11:15:00,2023-05-26 11:15:00,2023-05-26 07:15:00,74.93,118.16,-35.36,66.06,5/26/23,24.2981
5/26/23,11:30:00,2023-05-26 11:30:00,2023-05-26 07:30:00,76.45,196.3,-73.38,-21.46,5/26/23,24.2218
5/26/23,11:45:00,2023-05-26 11:45:00,2023-05-26 07:45:00,76.32,196.48,-73.19,-21.66,5/26/23,24.1554
5/26/23,12:00:00,2023-05-26 12:00:00,2023-05-26 08:00:00,76.52,263.62,-8.5,-76.05,5/26/23,24.1014
5/26/23,12:15:00,2023-05-26 12:15:00,2023-05-26 08:15:00,85.1,172.32,-84.33,11.38,5/26/23,24.0986
5/26/23,12:30:00,2023-05-26 12:30:00,2023-05-26 08:30:00,85.09,172.13,-84.29,11.64,5/26/23,24.2357
5/26/23,12:45:00,2023-05-26 12:45:00,2023-05-26 08:45:00,92.65,206.87,-82.65,-41.87,5/26/23,24.4478
5/26/23,13:00:00,2023-05-26 13:00:00,2023-05-26 09:00:00,93.68,177.91,-93.62,3.42,5/26/23,24.6282
5/26/23,13:15:00,2023-05-26 13:15:00,2023-05-26 09:15:00,91.07,218.65,-71.12,-56.87,5/26/23,24.8379
5/26/23,13:30:00,2023-05-26 13:30:00,2023-05-26 09:30:00,88.54,233.84,-52.24,-71.48,5/26/23,25.0326
5/26/23,13:45:00,2023-05-26 13:45:00,2023-05-26 09:45:00,88.58,233.83,-52.28,-71.51,5/26/23,25.1329
5/26/23,14:00:00,2023-05-26 14:00:00,2023-05-26 10:00:00,88.6,233.84,-52.28,-71.53,5/26/23,25.1537
5/26/23,14:15:00,2023-05-26 14:15:00,2023-05-26 10:15:00,88.6,233.76,-52.37,-71.46,5/26/23,25.1259
5/26/23,14:30:00,2023-05-26 14:30:00,2023-05-26 10:30:00,88.61,233.8,-52.33,-71.5,5/26/23,25.066
5/26/23,14:45:00,2023-05-26 14:45:00,2023-05-26 10:45:00,88.62,233.97,-52.13,-71.67,5/26/23,24.9839
5/26/23,15:00:00,2023-05-26 15:00:00,2023-05-26 11:00:00,88.64,233.8,-52.35,-71.53,5/26/23,24.8908
5/26/23,15:15:00,2023-05-26 15:15:00,2023-05-26 11:15:00,90.58,284.92,23.33,-87.53,5/26/23,24.7921
5/26/23,15:30:00,2023-05-26 15:30:00,2023-05-26 11:30:00,90.58,284.9,23.29,-87.53,5/26/23,24.699
5/26/23,15:45:00,2023-05-26 15:45:00,2023-05-26 11:45:00,90.58,285.19,23.73,-87.42,5/26/23,24.6101
5/26/23,16:00:00,2023-05-26 16:00:00,2023-05-26 12:00:00,88.23,233.18,-52.88,-70.62,5/26/23,24.5255
5/26/23,16:15:00,2023-05-26 16:15:00,2023-05-26 12:15:00,88.2,233.18,-52.86,-70.61,5/26/23,24.4381
5/26/23,16:30:00,2023-05-26 16:30:00,2023-05-26 12:30:00,88.21,233.24,-52.79,-70.67,5/26/23,24.359
5/26/23,16:45:00,2023-05-26 16:45:00,2023-05-26 12:45:00,88.2,233.21,-52.82,-70.64,5/26/23,24.2828
5/26/23,17:00:00,2023-05-26 17:00:00,2023-05-26 13:00:00,84.53,109.68,-28.47,79.6,5/26/23,24.2122
5/26/23,17:15:00,2023-05-26 17:15:00,2023-05-26 13:15:00,89.42,181.88,-89.37,-2.93,5/26/23,24.1858
5/26/23,17:30:00,2023-05-26 17:30:00,2023-05-26 13:30:00,89.43,181.9,-89.38,-2.96,5/26/23,24.1166
5/26/23,17:45:00,2023-05-26 17:45:00,2023-05-26 13:45:00,89.43,181.89,-89.38,-2.95,5/26/23,24.0225
5/26/23,18:00:00,2023-05-26 18:00:00,2023-05-26 14:00:00,90.94,181.59,-90.91,-2.53,5/26/23,23.9159
5/26/23,18:15:00,2023-05-26 18:15:00,2023-05-26 14:15:00,90.95,181.57,-90.92,-2.49,5/26/23,23.8095
5/26/23,18:30:00,2023-05-26 18:30:00,2023-05-26 14:30:00,90.96,181.58,-90.92,-2.5,5/26/23,23.7072
5/26/23,18:45:00,2023-05-26 18:45:00,2023-05-26 14:45:00,90.95,181.55,-90.92,-2.46,5/26/23,23.6091
5/26/23,19:00:00,2023-05-26 19:00:00,2023-05-26 15:00:00,92.43,235.35,-52.55,-76.04,5/26/23,23.1551